BRAND,COMPANY,FINANCIAL AMOUNT,ROUNDS,INVESTORS,INDUSTRY,TIME
投之家,上海盈灿商务咨询有限公司,3000万人民币,Pre-A,未透露,金融支付,2015/9/21
游谱旅行网,北京游谱科技发展有限公司,数千万人民币,A轮,纪源资本GGV经纬中国探路者,移动互联网旅游户外,2015/9/21
e代泊,上海泊友慧网络科技有限公司,数千万人民币,A+轮,赛马资本国信君安创投,交通出行,2015/9/21
房管通,上海暄睿网络科技有限公司,未公开,A轮,帮实资本,房产,2015/9/21
课外喵,广州妙课网络科技有限公司,数千万人民币,天使轮,,教育,2015/9/20
前系APP(前系网络),前系网络科技（北京）有限公司,数百万人民币,天使轮,盐光加速器,内容产业,2015/9/20
梦哆啦金融,北京梦哆啦网络科技有限公司,1000万人民币,天使轮,险峰长青小马蜂创投,金融支付,2015/9/20
画皮皮,北京皮皮互动网络科技有限公司,数百万人民币,Pre-A,集结号资本乐游资本起源资本三行资本,工具软件,2015/9/20
快快鱼APP,乐享在线科技（北京）有限公司,4000万人民币,A+轮,麦子金服,电子商务生活消费,2015/9/20
微猫,上海微麦电子商务发展有限公司,数百万人民币,Pre-A,集结号资本,电子商务,2015/9/20
星桥数据,星桥数据技术有限公司,2000万人民币,Pre-A,中科招商,企业服务,2015/9/19
Dollar Shave Club,Dollar Shave Club,9070万美元,D轮,VenrockAirbnbDragoneerInvestmentGroupForerunnerVenturesFoundersCircleCapitalWealthfront,电子商务生活消费,2015/9/19
手到推拿,山东手道信息科技有限公司,数百万人民币,天使轮,,生活消费,2015/9/19
51订货网,江苏蜂云供应链管理有限公司,1.2亿人民币,A轮,顺为资本德联资本(联和运通),电子商务,2015/9/19
战国策,汇策九州（北京）网络技术有限公司,500万人民币,天使轮,,金融支付,2015/9/19
头狼金服,深圳前海头狼互联网金融服务有限公司,数百万人民币,天使轮,娱乐工场聚秀资本,金融支付,2015/9/19
美菜网,北京云杉信息技术有限公司,数亿人民币,C轮,未透露,电子商务,2015/9/19
构家网,杭州构家网络科技有限公司,3000万人民币,天使轮,未透露,房产,2015/9/19
青青树动漫Vasoon,北京青青树动漫科技有限公司,数千万人民币,战略投资,天风证券,内容产业,2015/9/18
车音乐,成都汇智纵横科技有限公司,300万人民币,天使轮,,内容产业,2015/9/18
发源地,建源网络科技有限公司,数百万人民币,天使轮,,企业服务,2015/9/18
好信街(好信金融),深圳好信金融科技有限公司,数百万人民币,天使轮,正时资本,金融支付,2015/9/18
中海数通科技,北京中海数通科技有限公司,数百万人民币,天使轮,数联资本,企业服务,2015/9/18
i烘焙,北京恒易时代数码科技有限公司,数百万人民币,天使轮,洪泰基金Aplus京东,生活消费,2015/9/18
易会网,北京世纪百易网络有限公司,1000万人民币,天使轮,真格基金,工具软件,2015/9/18
聚店商城,武汉零玖零加网络科技有限公司,数千万人民币,A轮,,电子商务,2015/9/18
仙贝旅行,仙贝科技（北京）有限公司,数千万人民币,A轮,大河创投,旅游户外,2015/9/18
贷鼠金服,北京普惠添翼网络科技有限公司,未透露,天使轮,高捷资本,金融支付,2015/9/18
车Plus,广州卡切特信息技术有限公司,数百万人民币,天使轮,深圳前海百诺国际并购基金,社交,2015/9/18
小丫社区,深圳市沃慧生活科技有限公司,数千万人民币,天使轮,奇虎360,生活消费,2015/9/18
沙发旅行,上海爱莎爱阀信息科技有限公司,300万人民币,天使轮,九合创投众海投资,旅游户外,2015/9/18
Get,上海心猿网络科技有限公司,660万美元,A轮,执一资本YiCapital鼎晖投资,企业服务,2015/9/18
小步外勤,成都小步创想畅联科技有限公司,1060万人民币,Pre-A,未透露,企业服务,2015/9/18
执象网络,四川诺亚医疗科技公司,2000万人民币,天使轮,广发信德,医疗健康,2015/9/18
快方送药,北京快方科技有限公司,2亿人民币,B轮,天图资本,医疗健康,2015/9/18
小狗在家,厦门尾巴信息科技有限公司,数千万人民币,Pre-A,坚果资本,生活消费,2015/9/18
点我吧,上海点我吧信息技术有限公司,数亿人民币,C轮,0,生活消费,2015/9/18
搜房网,北京搜房科技发展有限公司,7亿美元,IPO,IDG资本凯雷亚洲基金,房产,2015/9/18
图驴网,北京逆讯科技有限公司,900万人民币,天使轮,银桦资本,社交,2015/9/17
今晚去哪玩,广州无国界网络科技有限公司,300万人民币,天使轮,,生活消费,2015/9/17
双面白领,厦门心行者文化传播有限公司,数百万人民币,天使轮,腾讯产业共赢基金/腾讯,社交,2015/9/17
车主帮,广州极创信息科技有限公司,数百万人民币,天使轮,广州天使投资,交通出行,2015/9/17
客车码头,南京大悦网络科技有限公司,数百万人民币,天使轮,,交通出行,2015/9/17
国泰惠民益贷,上海惠民益贷互联网金融信息服务有限公司,数千万人民币,A轮,,金融支付,2015/9/17
实现,北京实现与爱科技有限公司,数百万人民币,Pre-A,博派资本险峰长青,企业服务,2015/9/17
泰凌微电子,泰凌微电子（上海）有限公司,数千万美元,B轮,英特尔投资,硬件,2015/9/17
提分宝,广州蓝笔信息科技有限公司,数百万人民币,Pre-A,,教育,2015/9/17
华铭兴源传媒,北京华铭兴源传媒广告有限公司,数千万人民币,A轮,星火金融,营销广告,2015/9/17
Hive游学,上海追梦网络科技有限公司,300万美元,天使轮,丰实资本IDG资本,旅游户外,2015/9/17
神州专车,神州优车（天津）有限公司,5.5亿美元,B轮,TourmalineGem融庆陆正耀HaodeInvestmen神州租车,交通出行,2015/9/17
健康优选,重庆健康优选电子商务有限公司,1500万人民币,A轮,未透露,电子商务,2015/9/17
蔚来汽车,上海赛睿迪新能源汽车有限公司,5亿美元,B轮,红杉资本中国基金愉悦资本,交通出行,2015/9/17
动吧体育,动吧斯博体育文化（北京）有限公司,3000万人民币,A轮,中利投资集团新东方奥瑞金,内容产业,2015/9/17
OpenPlay,广州奥鹏普莱科技有限公司,600万人民币,天使轮,SPONIA,其他,2015/9/17
晶云,苏州晶云药物科技有限公司,1000万美元,A轮,人人公司/千橡互动,医疗健康,2015/9/17
人人湘,北京人人湘文化发展有限公司,2100万人民币,A轮,戈壁创投英诺天使基金,生活消费,2015/9/17
壹租,亿宝源科技有限公司,数百万人民币,天使轮,未透露,电子商务,2015/9/17
沐金农,沐金农（北京）科技有限公司,数千万人民币,A轮,玖创资本,金融支付新农业,2015/9/17
蚂蚁金服,蚂蚁金融服务集团,数亿人民币,战略投资,中邮资本,金融支付,2015/9/17
Agora声网,,2000万美元,B轮,纪源资本GGVMorningsideVentureCapital晨兴资本顺为资本欢聚时代/YY多玩IDG资本,企业服务,2015/9/17
看台文化,广州看台网络科技有限公司,数千万人民币,不明确,路奇资本,生活消费内容产业,2015/9/16
Apecrafts智尺,北京西米科技有限公司,400万人民币,天使轮,未透露,硬件,2015/9/16
虫洞翻翻,北京语滴科技有限公司,50万人民币,种子轮,,教育,2015/9/16
优,优客工场（北京）创业投资有限公司,2亿人民币,A轮,歌斐资产,房产,2015/9/16
智康博药,北京智康博药肿瘤医学研究有限公司,2500万人民币,A轮,君联资本联想之星,医疗健康,2015/9/16
EC营客通(六度人和),深圳市六度人和科技有限公司,1亿人民币,B轮,联创永宣赛富基金/赛富亚洲基金SAIF用友幸福投资/用友,企业服务,2015/9/16
北京四海华辰科技,北京四海华辰科技有限公司,数千万人民币,B轮,金葵花资本,医疗健康,2015/9/16
海视智能,宁波海视智能系统有限公司,2000万人民币,A轮,复聚投资,交通出行,2015/9/16
四象网,北京四象网讯科技有限公司,未透露,Pre-A,,生活消费,2015/9/16
奢易购,暂未收录,数百万美元,天使轮,,电子商务,2015/9/16
朋友印象,上海阅人信息技术有限公司,数百万人民币,A轮,融翼资本,社交,2015/9/16
面包求职,北京鸥飞科技有限公司,数百万人民币,天使轮,洪泰基金Aplus,企业服务,2015/9/16
网上厨房/魔厨科技,杭州魔厨科技有限公司,803万人民币,Pre-A,迭代资本顺融资本,生活消费,2015/9/16
买卖人开店,深圳市买卖人科技有限公司,数千万人民币,天使轮,德讯资本,企业服务,2015/9/16
物银通,上海银沛数据管理有限公司,数千万人民币,A轮,信天创投业禾基金西藏鼎聚资本,企业服务,2015/9/16
米未传媒,北京爱米未文化传媒有限公司,数千万人民币,天使轮,创新工场真格基金,内容产业,2015/9/16
懂球帝,北京懂球帝科技有限公司,数千万人民币,B轮,动域资本,内容产业,2015/9/16
成都余香,成都余香信息科技有限公司,数千万人民币,A轮,腾讯产业共赢基金/腾讯,游戏动漫,2015/9/16
宝贝玩啥,上海震渊信息技术有限公司,数百万人民币,天使轮,泽厚资本,教育,2015/9/16
企查查,苏州朗动网络科技有限公司,1000万人民币,Pre-A,创东方资本燧石资本,企业服务,2015/9/16
EC营客通,深圳市六度人和科技有限公司,1亿人民币,B轮,赛富基金/赛富亚洲基金SAIF联创永宣,营销广告,2015/9/16
warm+公寓,深圳市我们投资发展有限公司,数千万人民币,Pre-A,富海深湾移动创新基金领投吴宵光,房产,2015/9/16
悠络客,上海悠络客电子科技有限公司,数千万人民币,B轮,东方富海用友幸福投资/用友理成,企业服务,2015/9/16
三只松鼠,安徽三只松鼠电子商务有限公司,3亿人民币,D轮,峰瑞资本,电子商务,2015/9/16
房多多,深圳市房多多网络科技有限公司,2.23亿美元,C轮,0,交通出行,2015/9/16
Compass,,5000万美元,C轮,InstitutionalVenturePartners.406VenturesFoundersFundThrivecapital,房产,2015/9/16
优客工场,优客工场北京创业投资有限公司,数亿人民币,A轮,中投汉富歌斐资产红杉资本中国基金真格基金高榕资本方正和生中城投资阳光壹佰领势投资品汇投资山西青创客,企业服务,2015/9/16
楚楚街,北京醋溜网络科技有限公司,数千万人民币,B+轮,0,电子商务,2015/9/16
人才易,北京闪签科技有限公司,100万人民币,天使轮,真格基金,企业服务,2015/9/15
博雅工道,"博雅工道（北京）机器人科技有限公司	",130万人民币,种子轮,海知智能谢殿侠,硬件,2015/9/15
人事能手,德才集庭网络科技（北京）有限公司,300万人民币,种子轮,未透露,企业服务,2015/9/15
酒咔嚓,佛山市咔嚓购信息技术有限公司,1000万人民币,A轮,易一天使,电子商务,2015/9/15
中国云签,江苏买卖网电子商务有限公司,2000万人民币,A轮,,企业服务,2015/9/15
易机网,深圳市易机网络科技有限公司,数百万人民币,天使轮,真实资本,电子商务,2015/9/15
酷玩实验室,北京趣智阿尔法科技有限公司,未透露,种子轮,龙翌资本,,2015/9/15
闪签科技（我在HCM...,北京闪签科技有限公司,数百万人民币,天使轮,真格基金,企业服务,2015/9/15
货车来了,北京货来啦信息技术有限公司,数百万人民币,天使轮,大道至简资本,其他,2015/9/15
可零可零,幂乐迪（北京）科技有限公司,118万美元,天使轮,策源创投光速安振500Startups,金融支付,2015/9/15
微问诊,四川骏逸富顿科技有限公司,5000万人民币,A轮,天图资本,医疗健康,2015/9/15
Feel,北京致云致远科技有限公司,数千万人民币,A轮,奇虎360联科创盈真格基金,内容产业,2015/9/15
空格,杭州美哒网络科技有限公司,1亿人民币,A轮,德同资本盈动投资(盈开投资)招银国际,生活消费,2015/9/15
奇光影业,北京奇光影业有限公司,数千万人民币,A轮,和智资本,内容产业,2015/9/15
找珠宝网,深圳市宝谷电子商务有限公司,数百万人民币,天使轮,坚果资本德沃基金,电子商务,2015/9/15
爱秀镜,深圳爱秀未来科技有限公司,100万人民币,天使轮,,电子商务,2015/9/15
云匠网,杭州墨匠信息技术有限公司,3000万人民币,A轮,0,电子商务,2015/9/15
英雄互娱,北京英雄互娱科技股份有限公司,1亿人民币,B轮,普思投资,游戏动漫,2015/9/15
来肯在线,成都来肯信息技术有限公司,1500万人民币,Pre-A,坚果资本,企业服务,2015/9/15
助理来也,北京来也网络科技有限公司,400万美元,天使轮,光速安振红杉资本中国基金真格基金澎湃资本,企业服务,2015/9/15
魔镜在线,杭州龙席电子商务有限公司,300万人民币,天使轮,亚杰天使投资/亚杰商会,电子商务,2015/9/15
ENJOY,北京严肃科技有限公司,1500万美元,C轮,红杉资本中国基金IDG资本,生活消费,2015/9/15
乐裁网,上海哲见贸易有限公司,数千万人民币,B轮,普思投资,电子商务,2015/9/15
嘟嘟巴士,深圳市乐途宝网络科技有限公司,5200万人民币,A轮,未透露,交通出行,2015/9/15
同心医联,同心医联科技（北京）有限公司,1000万美元,A轮,君联资本经纬中国联想之星,医疗健康,2015/9/15
熊猫拿拿,指弋（上海）网络技术有限公司,6000万人民币,A轮,未透露,生活消费,2015/9/15
掌通家园,厦门神州鹰软件科技有限公司,1亿人民币,B轮,真格基金高通（QualcommVentures）和通国际首泰金信,生活消费,2015/9/14
邻汇吧,上海趣推网络科技有限公司,200万人民币,种子轮,天使湾创投,企业服务营销广告,2015/9/14
校呵呵,上海地奇网络科技有限公司,数千万人民币,战略投资,,生活消费,2015/9/14
奇异果创客空间,上海启医创客空间管理有限公司,未透露,天使轮,道彤投资,医疗健康,2015/9/14
汽车大咖,北京车界优才信息技术有限公司,1000万人民币,天使轮,易车网,企业服务,2015/9/14
酷划在线,北京酷划在线网络技术有限公司,2000万美元,B轮,SIG海纳亚洲启明创投,营销广告,2015/9/14
PingPong金融,杭州呯嘭智能技术有限公司,1500万人民币,天使轮,,金融支付,2015/9/14
中网国投,中网国投投资管理有限公司,数百万人民币,天使轮,,金融支付,2015/9/14
LOOP,北京种瓜得瓜科技有限公司,数百万人民币,天使轮,险峰长青,内容产业,2015/9/14
